index,nom_agence,ville,email,site_web,domaine,confiance_actuelle
292,Nos Services,,contact@vignonretail.com,https://vignonretail.com/nos-services/,vignonretail.com,BASSE
310,Société BAUVAUT 88 (952445989) à PARIS (75001).,Son,contact@bauvaut.com,https://www.societe.com/societe/bauvaut-88-952445989.html,societe.com,BASSE
439,Lokalis,Paris,contact@lokalis.fr,https://lokalis.fr/,lokalis.fr,BASSE
470,CLE DE SOL Immobilier - Real Estate Paris,Paris,contact@cledesol-immobilier.com,https://www.cledesol-immobilier.com/,cledesol-immobilier.com,BASSE
672,Immo Vision Charleroi | Agence Immobilière de Proximité ...,Proximité,info@immobiliervision.be,https://www.immobiliervision.be/,immobiliervision.be,BASSE
677,Immobilier sur Paris 75011 — L'Immobilière Bernard Lacoste,Paris,contact@limmobiliere-bl.com,https://www.limmobiliere-bl.com/,limmobiliere-bl.com,BASSE
700,EvaImmo | EVA IMMO S.A.,,info@evaimmo.lu,https://evaimmo.lu/,evaimmo.lu,BASSE
712,Immocity : Agence immobilière à Luxembourg,Luxembourg,contact@immocity.lu,https://immocity.lu/fr/,immocity.lu,BASSE
724,Agence Saulire: Agence immobilière Meribel Mottaret,,info@agencesaulire.com,https://www.agencesaulire.com/,agencesaulire.com,BASSE
757,NICOLSON REALTY – Immobilier Remarquable I PARIS I ...,,contact@nicolson.fr,https://www.nicolson.fr/,nicolson.fr,BASSE
764,Location,,pacgestion@pacgestion.com,https://www.pacgestion.com/location/1,pacgestion.com,BASSE
862,AGENCE PRINCIPALE Chaville,,chaville@agenceprincipale.com,https://www.agenceprincipale.com/agence/11788___/agence-principale-chaville.html,agenceprincipale.com,BASSE
961,AGENCE PRINCIPALE Nanterre: immobilier,Nanterre Agence Principale Nanterre,nanterre@agenceprincipale.com,https://www.agenceprincipalenanterre.com/,agenceprincipalenanterre.com,BASSE
987,A.C.A. Immobilier: Agence immobilière Aulnay-sous-Bois,Nice,contact@aca-immo.fr,https://www.aca-immo.fr/,aca-immo.fr,BASSE
1011,Grand Siècle Immobilier : Les professionnels de l'immobilier ...,,contact@grandsiecleimmo.com,https://www.grandsiecleimmo.com/,grandsiecleimmo.com,BASSE
1118,el7 immobilier - Crunchbase Company Profile & Funding,Neuilly,ds@el7immobilier.com,https://www.crunchbase.com/organization/el7-immobilier,crunchbase.com,BASSE
1178,Agence immobilière MAISON JEROME,Paris,jb@maisonjerome.fr,https://maisonjerome.fr/fr/selection,maisonjerome.fr,BASSE
1264,Stephanie Touboul - Directrice et fondatrice de l'agence ...,Marseille,stephanietouboul@hotmail.fr,https://fr.linkedin.com/in/stephanie-touboul-552907203,fr.linkedin.com,BASSE
1317,ROBINSON IMMOBILIER Le plessis robinson: Agence ...,Le Plessis Robinson Découvrez Robinson Immobilier,robinson-immobilier@wanadoo.fr,https://www.robinson-immobilier.fr/,robinson-immobilier.fr,BASSE
1349,Immobilier cormeilles: Accueil,Cormeilles,frederic@immobilier-cormeilles.fr,https://immobilier-cormeilles.fr/,immobilier-cormeilles.fr,BASSE
1386,AGENCE PRINCIPALE Chaville,,chaville@agenceprincipale.com,https://www.agenceprincipale.com/agence/11788___/agence-principale-chaville.html,agenceprincipale.com,BASSE
1402,"Deplanche Immobilier Beausoleil : Ventes, Locations, Gestion",Menton,menton@deplanche-immobilier.fr,https://www.deplanche-immobilier.fr/,deplanche-immobilier.fr,BASSE
1403,EST HABITAT - Immobilier Côte Pavée,Toulouse,contact@esthabitat.com,https://fr.linkedin.com/company/est-habitat,fr.linkedin.com,BASSE
1543,Acheter ou louer à Lyon - Immobilier autour de Lyon - Du côté ...,Orliénas Tél,orlienas@ducotedechezmoi.com,https://ducotedechezmoi.com/,ducotedechezmoi.com,BASSE
1590,Régie Gontard | Syndic de Copropriété à Lyon,Lyon,accueil@regiegontard.fr,https://www.regie-gontard.fr/,regie-gontard.fr,BASSE
1611,location - Actualité immobilier sur le Journal de l'Agence,,location@actuelles.immo,https://www.journaldelagence.com/tag/location,journaldelagence.com,BASSE
1640,Qui sommes-nous ? | ABP Immobilier,Veauche,p.borella@abp-immobilier42.fr,https://www.abp-immo42.fr/qui-sommes-nous,abp-immo42.fr,BASSE
1660,Les Pyramides Immobilier: Agence immobilière La Grande ...,La Grande-Motte,contact@lagrandemotte-immobilier.com,https://lagrandemotte-immobilier.com/,lagrandemotte-immobilier.com,BASSE
1739,Location,Montferrand,location@cegadim.fr,https://cegadim.fr/location/,cegadim.fr,BASSE
1756,Agence immobilière Issoire | IMMO NOVA,Issoire,contact@immobiliernova.com,https://www.immobiliernova.com/,immobiliernova.com,BASSE
1789,Agence immobilière SAVOIELAC.COM à Annecy,Annecy,info@savoielac.com,https://www.savoielac.com/,savoielac.com,BASSE
1833,Agence immobilière à Genève | Home Location,Genève,contact@homelocation.ch,https://homelocation.ch/,homelocation.ch,BASSE
1944,Casa Marenda: Agence Immobilière à Bourgoin-Jallieu,Bourgoin-Jallieu,contact@casamarenda.com,https://www.casamarenda.com/,casamarenda.com,BASSE
2158,Nos agents,,dominique.ollivier@esimmo.fr,https://www.esimmo.fr/nos-agents/,esimmo.fr,BASSE
2175,Daniel di Martino Email - Fondateur @ DMCD Invest,Aubagne,contact@dmcdinvest.com,https://rocketreach.co/daniel-di-martino-email_194166259,rocketreach.co,BASSE
2367,IMMOCOACH: Immobilier à Carqueiranne,Carqueiranne France,info@immocoach.fr,https://immocoach.fr/fr/,immocoach.fr,BASSE
2379,"Foncia Toulon - Toulon (83000), 100 boulevard de Bazeilles",Toulon Foncia Toulon,toulon-bazeilles@foncia.com,https://fr.foncia.com/agence-immobiliere/toulon-83/agence-immobiliere/foncia-toulon-6336,fr.foncia.com,BASSE
2559,Jama Immobilier: Agence Immobilière à Antibes - Achat & Vente,Metz Tél,jama.immobilier@gmail.com,https://jama-immo.fr/,jama-immo.fr,BASSE
2695,Immobilier Grimaud Agence immobilière GRIMAUD IMMO by ...,Grimaud Tél,info@grimaudimmo.com,https://www.grimaudimmo.com/,grimaudimmo.com,BASSE
2750,Brison Immobilier: Agence immobilière La Colle-sur-Loup,La Colle,contact@brisonimmobilier.com,https://www.brisonimmobilier.com/,brisonimmobilier.com,BASSE
2779,Nell'Immo: Agence immobilière à Pélissanne,Pélissanne,nellimmo.acte@gmail.com,https://www.nellimmo.fr/,nellimmo.fr,BASSE
2870,Votre conseiller en immobilier: Grégoire ROMAIN,,g.romain@proprietes-privees.com,https://www.proprietes-privees.com/negociateur/gregoire.romain,proprietes-privees.com,BASSE
2881,Welcome to our new website,Cavaillon,sorguesetventoux@gmail.com,https://www.sorguesetventoux.com/en/actualites/welcome+to+our+new+website-1.html,sorguesetventoux.com,BASSE
2939,IMMO-B | Agences immobilières à Toulouse et Ramonville St ...,Ramonville Saint Agne Immo,contact@immo-b.com,https://www.immo-b.com/,immo-b.com,BASSE
2944,MCB IMMO - Roquebrune Sur Argens (83520),,cedricmoncomble@mcb-immo.fr,https://av-transaction.immo/trouver-un-conseiller/mcb-immo/,av-transaction.immo,BASSE
2975,Immobilier Toulouse I Vendre mon bien avec Immobiliare,,accueil@immobiliare31.fr,https://www.immobiliare31.fr/vente,immobiliare31.fr,BASSE
3028,Immobilier Vernet : 2 annonces de ventes ...,Son,immojoyvernet@gmail.com,https://www.immojoy.com/vente/83-vernet/1,immojoy.com,BASSE
3189,"Doucet Immobilier, immobilier à Béziers",Béziers Prix,contact@doucetimmo.com,https://www.doucetimmo.com/,doucetimmo.com,BASSE
3376,Alice Delvar,,hello@alicedelvar.com,https://www.alicedelvar.com/,alicedelvar.com,BASSE
3469,ImmoGest Web: Agence immobilière Neuilly-en-Thelle,Neuilly,immogest.web60@orange.fr,https://www.immogestweb.com/,immogestweb.com,BASSE
4074,Ôme Immobilier is under maintenance,,hello@ome-immobilier.com,https://ome-immobilier.com/,ome-immobilier.com,BASSE
4082,Hervé Lebrun: Agence immobilière,,info@hervelebrun.be,https://www.hervelebrun.be/fr/,hervelebrun.be,BASSE
4085,Agence Reparat : Agence immobilière Brive-la-Gaillarde Objat ...,Objat Agence Réparat,contact@agencereparat.com,https://www.agencereparat.com/,agencereparat.com,BASSE
4280,Agence du Boccage Nantes,Nantes,contact@agence-boccage.com,https://www.agence-boccage.com/,agence-boccage.com,BASSE
4293,"Olivier Nahmias, Valeurs de l'immobilier",Nantes,olivier.nahmias@immobiliersolidaire.fr,https://www.immobiliersolidaire.fr/post/olivier-nahmias-valeurs-de-limmobilier,immobiliersolidaire.fr,BASSE
4298,Katia Immobilier: Agence immobilière Angers,Angers,contact@katiaimmo.com,https://www.katiaimmo.com/,katiaimmo.com,BASSE
4494,PHL Immobilier - vente et location de biens immobiliers,,contact@phl-immobilier.fr,https://www.phl-immobilier.fr/,phl-immobilier.fr,BASSE
4663,13 biens immobiliers à vendre - Orléans,Orléans,contact@agencebourgogne.fr,https://www.agencebourgogne.fr/vente/1,agencebourgogne.fr,BASSE
4674,Nos offres à la vente,Grenoble France,bbrossin@2bimmobilierconseil.fr,https://www.2bimmobilierconseil.fr/immobilier-a-vendre-.htm,2bimmobilierconseil.fr,BASSE
103,Agence immobilière commerce à Paris — Conseil et ...,Paris,contact@cd-paris.fr,https://www.cd-paris.fr/,cd-paris.fr,BASSE
114,"AGENCE PRINCIPALE Paris 18: immobilier Paris, Paris 18ème",Vous,paris18@agenceprincipale.com,https://www.agenceprincipaleparis18.com/,agenceprincipaleparis18.com,BASSE
173,LOCAGERANCE: Agence immobilière Paris 17,Paris Contacter,contact@locagerance.fr,https://www.locagerance.fr/,locagerance.fr,BASSE
416,Guinot & Lorillard Immobilier - Créateurs de rencontres d ...,Rueil-Malmaison,rueil@guinotlorillard.com,https://guinotlorillard.com/,guinotlorillard.com,BASSE
453,Société AGENCE BLOMET à 75015 PARIS - SIREN 819 094 ...,Paris,agenceblomet@gmail.com,https://annuaire-entreprises.data.gouv.fr/entreprise/819094574,annuaire-entreprises.data.gouv.fr,BASSE
571,"Global Estate, société de conseil en immobilier d'entreprise",Paris Tél,contact@globalestate.fr,https://www.globalestate.fr/,globalestate.fr,BASSE
692,La Mothe Immobilier: Agence immobilière Les Achards,La,agence@lamotheimmobilier.fr,https://www.lamotheimmobilier.fr/,lamotheimmobilier.fr,BASSE
1025,Real Immo: Agence immobilière Neauphle-le-Château,,agence@realimmo.com,https://www.realimmo.com/,realimmo.com,BASSE
1054,"Achat, vente et gestion locative : Evidence Gestion Ile de France",Etampes,contact@evidence-gestion.fr,https://www.evidence-gestion.fr/,evidence-gestion.fr,BASSE
1312,ipsl-immo: ACCUEIL,Son,vente@ipsl-immo.fr,https://www.ipsl-immo.fr/,ipsl-immo.fr,BASSE
1316,immobilier | APP IMMOBILIER Juvisy sur Orge,Juvisy,accueil@app-immo.com,https://www.app-immo.com/,app-immo.com,BASSE
1330,AGENCE PRINCIPALE Le Plessis-Robinson: immobilier,Le Plessis-Robinson,leplessisrobinson@agenceprincipale.com,https://www.agenceprincipale-plessis-robinson.com/,agenceprincipale-plessis-robinson.com,BASSE
1364,k-re immobilier - Crunchbase Company Profile & Funding,,contact@kreimmo.com,https://www.crunchbase.com/organization/k-re-immobilier,crunchbase.com,BASSE
1479,Agences APIC Immobilier à Saint-Brice-sous-Forêt et Saint ...,Saint Brice Sous Forêt,contact@apic-immobilier.com,https://www.apic-immobilier.com/,apic-immobilier.com,BASSE
1548,Agence Immobilière pour professionnel à Bordeaux,Effectif,b.pellegrin@adressepro.fr,https://www.adressepro.fr/agence-immobilier-entreprise/bordeaux,adressepro.fr,BASSE
1806,RAFAEL IMMOBILIER - Crunchbase Company Profile & Funding,Aix,derafael@free.fr,https://www.crunchbase.com/organization/rafael-immobilier,crunchbase.com,BASSE
1959,FCH Immobilier: Agence immobilière Bellerive-sur-Allier,Bellerive,info@fch-immobilier.com,https://www.fchimmobilier.com/,fchimmobilier.com,BASSE
1964,Henri Sarre - Agent immobilier à Vichy - RealAdvisor,Vichy,henri.sarre@immovichy.com,https://realadvisor.fr/fr/agents-immobiliers/agent-henri-sarre,realadvisor.fr,BASSE
2063,https://www.barelimmobilier.com/contact,,contact@barelimmobilier.com,https://www.barelimmobilier.com/contact,barelimmobilier.com,BASSE
2134,"MARCOS AZUREA IMMOBILIER, qui sommes-nous ?",,info@agenceazurea.com,http://www.agenceazurea.com/,agenceazurea.com,BASSE
2140,Immobilier Swaton: Vente appartements et maisons à ...,Marseille,contact@immobiliereswaton.fr,https://www.immobiliereswaton.com/,immobiliereswaton.com,BASSE
2220,"Harrington Park | VLPRA, GA - Official Website",The Borough,harringtonpark@wanadoo.fr,https://vlpra.com/213/Harrington-Park,vlpra.com,BASSE
2401,"Immobilier Sanary sur Mer, Agence immobilière Cabinet Delta ...",,contact@cabinetdelta.com,https://www.cabinetdelta.com/,cabinetdelta.com,BASSE
2496,"Immobilier Trets, Agence immobilière ITC",Trets,itc.transactions@orange.fr,https://www.immobilier-trets-itc.com/,immobilier-trets-itc.com,BASSE
2549,Exposud Agence immobilière Antibes - Immobilier Antibes ...,Antibes,contact@exposud.fr,https://www.antibes-juanlespins.immo/,antibes-juanlespins.immo,BASSE
2666,WEBER IMMOBILIER - Crunchbase Company Profile & Funding,Ollioules,weberimmobilier83@gmail.com,https://www.crunchbase.com/organization/weber-immobilier,crunchbase.com,BASSE
2752,immobilier Valbonne et Agence immobilière à Valbonne,Valbonne,info@agenceolivier.com,https://www.agenceolivier.com/,agenceolivier.com,BASSE
2781,chris-home.be |,,info@chris-home.be,https://chris-home.be/,chris-home.be,BASSE
2829,James Immobilier - Agence immobilière à Carpentras,Carpentras Parking,info@jamesimmobilier.com,https://www.jamesimmobilier.com/,jamesimmobilier.com,BASSE
2965,"Action Habitat, Toulouse, FR | Informations sur l'entreprise",,contact@action-habitat.com,https://www.infobel.com/fr/france/action_habitat/toulouse/FR104318619-0561224141/businessdetails.aspx,infobel.com,BASSE
3109,"Vendre, acheter un bien immobilier à Nimes et les villages ...",Prenez,sophie@immobiliernimes.fr,https://immobiliernimes.fr/,immobiliernimes.fr,BASSE
3254,Eliotagency.com | Coach et consultant immobilier,,info@eliotagency.com,https://eliotagency.com/,eliotagency.com,BASSE
3419,Verdier Immobilier - Amiens - Verdier Immobilier,,nicolas@verdierimmobilier.com,https://www.verdierimmobilier.com/,verdierimmobilier.com,BASSE
3446,Cabinet Leroy Immobilier | Agence immobilière Lyon 9,Dunkerque,contact@cabinetleroyimmobilier.fr,https://www.cl-immo.fr/,cl-immo.fr,BASSE
3528,IMMODERN: Agence immobilière Lens,Lens,contact@immodern.fr,https://www.immodern.fr/,immodern.fr,BASSE
3542,"Imwo France | Immobilier à Cambrai, immobilier commercial ...",Website,contact@imwofrance.fr,https://imwofrance.fr/,imwofrance.fr,BASSE
3553,A vendre,Quelle,estaimpuis@abrimmo.be,https://www.abrimmo.be/maison-appartement-a-vendre-estaimpuis-leuze-mouscron--V--resultat,abrimmo.be,BASSE
3570,Immo Descamps: Agence immobilière Saint-Amand-les-Eaux,Saint-Amand,immo-descamps@wanadoo.fr,https://www.immodescamps.fr/,immodescamps.fr,BASSE
3640,Agence Immobilière à Reims depuis 1989 | RICHOMME ...,Reims Située,agence.richomme@richomme-immobilier.fr,https://www.richomme-immobilier.fr/,richomme-immobilier.fr,BASSE
3725,CLM Immo | Agence Immobilière à Habsheim,Habsheim,contact@clmimmo.fr,https://www.clmimmo.fr/,clmimmo.fr,BASSE
3811,"S.G.B Immo - Agence immobilière, 11 pl Atre, 88000 Epinal ...",Épinal France,sgbimmo88000@gmail.com,https://fr.mappy.com/poi/57ab818a0351d15cb80d9d25,fr.mappy.com,BASSE
3898,Aurélie Le Mot - Imoco,Mérignac,aurelie.le-mot@imoco.fr,https://imoco.fr/agent/aurelie-le-mot/,imoco.fr,BASSE
3950,IMMOBILIER Le havre | Agence du Palais | AGENCE DU ...,Le,contact@agence-du-palais.com,https://www.agencedupalais.com/,agencedupalais.com,BASSE
4112,ETXE-IMMOBILIER | L'immobilier au Pays Basque local ...,,contact@etxe-immobilier.fr,https://etxe-immobilier.fr/,etxe-immobilier.fr,BASSE
4156,BASSIN IMMOBILIER | Agence immobilière Arcachon Le ...,Arcachon,contact@bassinimmobilier.com,https://www.bassinimmobilier.com/,bassinimmobilier.com,BASSE
4202,"Société DT IMMOBILIER : Chiffre d'affaires, statuts, extrait ...",Caudebec,contact@dt-immobilier.fr,https://www.pappers.fr/entreprise/dt-immobilier-941579674,pappers.fr,BASSE
4323,Recherchez un bien,,agence@amandine-immobilier.fr,https://www.amandine-immobilier.fr/fr/vendus,amandine-immobilier.fr,BASSE
4380,Immo Littoral: Agence immobilière Les Sables d'Olonne,Les Sables,immo.littoral@wanadoo.fr,https://www.immo-littoral.fr/,immo-littoral.fr,BASSE
4435,Bocquet Gestion - Annonces immobilière Le Havre (76600),Le Havre,plebourg@bocquet-gestion.fr,https://www.bocquet-gestion.fr/,bocquet-gestion.fr,BASSE
4472,Expert judiciaire de l'immobilier au Havre - Delamare Didier,Le Havre,didier.delamare@expert-de-justice.org,https://www.delamare-didier-expert.fr/a-propos,delamare-didier-expert.fr,BASSE
4487,Vendez rapidement votre bien immobilier ici | NOOVO ...,,contact@noovo-immobilier.fr,https://noovo-immobilier.fr/,noovo-immobilier.fr,BASSE
4523,Agence Gestim: Agence immobilière à Cherbourg-en-Cotentin ...,Valognes Contacter,contact@gestim.fr,https://www.gestim.fr/,gestim.fr,BASSE
4563,Nos biens immobiliers à vendre,Villedieu-Les-Poêles,villedieu@labadie-immobilier.fr,https://www.labadie-immobilier.fr/a-vendre/12,labadie-immobilier.fr,BASSE
4590,Louez vite et bien avec l'Agence Mourey - Agence Mourey,Besançon,pgarrigues@agencemourey.com,https://agencemourey.com/,agencemourey.com,BASSE
76,Nos agences,Paris,agence@selectby.fr,https://www.selectby.fr/content/1/nos-agences.html,selectby.fr,BASSE
77,A2 Immobilier: Agence immobilière à Nice Nord,Annecy,contact@a2-immobilier.fr,https://a2-immobilier.fr/fr/,a2-immobilier.fr,BASSE
89,Equinimo: Agence immobilière Paris,Paris,info@equinimo.fr,https://www.equinimo.fr/,equinimo.fr,BASSE
283,Square's Saint-James - Neuilly-sur-Seine,Neuilly,contact@squares-international.com,https://www.squares-international.com/fr/contact/details/1/agence-immobiliere-saint-james/,squares-international.com,BASSE
285,Notre équipe de chasseurs immobiliers à Paris - Early Birds,Paris,sandra.baduel@earlybirds.paris,https://www.earlybirds.paris/equipe/,earlybirds.paris,BASSE
343,"Conseil Rive Gauche - Agence immobilière, 38 r Cinq ...",Paris,conseilrivegauche@orange.fr,https://fr.mappy.com/poi/4d6d9911b9eb2507cf59cec3,fr.mappy.com,BASSE
480,"Grenelle Immobilier, agence immobilière Paris 7ème et environs",,grenelle@grenelle.fr,https://www.grenelle-immobilier.com/,grenelle-immobilier.com,BASSE
566,"MiyakoParis, réseau immobilier international spécialiste du ...",,info@miyakoparis.com,https://miyakoparis.com/,miyakoparis.com,BASSE
572,GIil Immo - Lieusaint,Lieusaint,lieusaint@gil-immo.fr,https://www.gil-immolieusaint.fr/,gil-immolieusaint.fr,BASSE
648,L'Intermédiaire immobilier: Experts en immobilier | Cabriès,,contact@lintermediaire-immobilier.fr,https://www.lintermediaire-immobilier.fr/,lintermediaire-immobilier.fr,BASSE
708,"Agence LM Immobilier Sèvres – Sèvres, Meudon, Ville d'Avray ...",,contact@agencelmimmo.com,https://www.agencelmimmo.com/,agencelmimmo.com,BASSE
749,N'CO Conseil | À vos côtés pour un immobilier responsable !,,info@nco-conseil.fr,https://ncoconseil.com/,ncoconseil.com,BASSE
884,"VALMO IMMOBILIER - Achat, Vente et Location de Biens",Thoiry,agence@valmo-immobilier.com,https://www.valmo-yvelines.com/,valmo-yvelines.com,BASSE
938,Agence Immobilière | Solès Immo | Boulogne-Billancourt,Boulogne-Billancourt,soles.immo@orange.fr,https://www.solesimmo.com/,solesimmo.com,BASSE
971,Notre équipe | VIMMO IMMOBILIER,Asnières,olivier.valle@vimmo-immobilier.fr,https://www.vimmo-immobilier.fr/content/6/notre-equipe.html,vimmo-immobilier.fr,BASSE
1003,Nos experts,Rouen Dénomination,lydia@eloge.immo,https://www.eloge.immo/nos-experts,eloge.immo,BASSE
1041,Immocab Cévennes: Immobilier Alès en Cévennes (51 ...,Alès,contact@immocab.com,https://www.immocab.com/,immocab.com,BASSE
1115,LN Immobilier: Agence immobilière Concarneau,Concarneau,transaction@ln-immobilier.bzh,https://www.ln-immobilier.bzh/,ln-immobilier.bzh,BASSE
1189,Serraj Immobilier Mobile – Applications sur Google Play,,serrajimmobilier@gmail.com,https://play.google.com/store/apps/details?id=com.serrajimmobilier.appv3&hl=fr,play.google.com,BASSE
1331,Agence immobilière ABC Liberté | Agence immobilière ...,Charenton-Le-Pont,abcliberte@gmail.com,https://abcliberte.com/,abcliberte.com,BASSE
1347,Location & Gestion Locative à Taverny (95) | davril,Taverny,location@davril.fr,https://www.davril.fr/,davril.fr,BASSE
1437,Moissy Immobilier (77) : Acheter ou vendre appartement ou ...,Moissy Cramayel,contact@moissyimmobilier.fr,https://www.moissyimmobilier.fr/,moissyimmobilier.fr,BASSE
1464,Nos agences - RCI,,info@rci69.fr,https://rci69.fr/nos-agences/,rci69.fr,BASSE
1477,CASALOGIE Immobilier: Bureau de stratégies immobilières ...,Tours,contact@casalogie.com,https://www.casalogie.com/,casalogie.com,BASSE
1490,Habitat de caractère Habitat de Caractère - Des biens à fort ...,Lyon,contact@habitatdecaractere.com,https://www.habitatdecaractere.com/,habitatdecaractere.com,BASSE
1554,Martin Immobilier: Agence immobilière Sainte-Foy-Lès-Lyon,Sainte Foy,contact@martin-immobilier.net,https://www.martin-immobilier.net/,martin-immobilier.net,BASSE
1556,CD IMMOBILIER: Agence immobilière Couzon-au-Mont-d'Or,Couzon,cdimmobilier69@free.fr,https://www.cdimmobilier69.com/,cdimmobilier69.com,BASSE
1557,"Arlim Immobilier, agence immobilière à L'Arbresle",,arbresle@arlim.com,https://www.arlim-larbresle.com/,arlim-larbresle.com,BASSE
1592,Onéo - Les facilitateurs immobiliers,Mions,agence@oneo.fr,https://www.oneo.fr/,oneo.fr,BASSE
1595,Immobilière Marie B. – Agence immobilière à Lyon​,Signes Tél,contact@immo-marieb.fr,https://immo-marieb.fr/,immo-marieb.fr,BASSE
1716,A2M immobilier - Crunchbase Company Profile & Funding,,contact.a2mimmobilier@gmail.com,https://www.crunchbase.com/organization/a2m-immobilier,crunchbase.com,BASSE
1814,Immo'v – Votre projet immobilier en Savoie & Haute-Savoie,,vchautagnat@immo-v.fr,https://immo-v.fr/,immo-v.fr,BASSE
1862,Notre équipe - Austral Immobilier,,cecile.satin@australimmobilier.fr,https://www.australimmobilier.fr/equipe/,australimmobilier.fr,BASSE
1880,"VALMO IMMOBILIER - Achat, Vente et Location de Biens",Thoiry,agence@valmo-immobilier.com,https://www.valmo-yvelines.com/,valmo-yvelines.com,BASSE
1909,&API Immobilier – Le magazine 100 % Chablaisien ...,Saint,contact@immobilierapi.com,https://www.com-art.fr/aime/thonon/immobilier/api-immobilier/,com-art.fr,BASSE
1920,Agences immobilières Barnoud Immobilier en Haute-Savoie ...,Thonon,barnoud@barnoud-immobilier.fr,https://www.barnoud-immobilier.fr/,barnoud-immobilier.fr,BASSE
1932,Emplois : Vieux Moulin - 15 juillet 2026,,recrutement@moulin-vieux.com,https://fr.indeed.com/q-vieux-moulin-emplois.html,fr.indeed.com,BASSE
1948,74 annonce(s) de ventes immobilières,Bourgoin-Jallieu,agence@berjallimmo.fr,https://www.berjallimmo.fr/vente/1,berjallimmo.fr,BASSE
2092,Basti Immobilier: Agence immobilière Marseille et Paris,Marseille Restons,contact@agencebasti.com,https://www.agencebasti.com/,agencebasti.com,BASSE
2243,"Immobiliere 113: immobilier Cabries, Calas, Simiane, Bouc ...",Cabriès,immo113@wanadoo.fr,https://www.immobiliere113.fr/,immobiliere113.fr,BASSE
2426,"Immobilier Ici et Là, agence immobilière La Garde, vente ...",La Garde,agence@icietla83.fr,https://www.icietla83.com/,icietla83.com,BASSE
2454,Mentions legales - Boréal Immobilier,Dunkerque,contact@borealimmobilier.fr,https://www.borealimmobilier.fr/fr/mentions-legales,borealimmobilier.fr,BASSE
2477,HR IMMOBILIER Aix en provence et environs,,agence@hrimmobilier.com,https://www.hrimmobilier.com/,hrimmobilier.com,BASSE
2486,Accéder à votre Espace client,,immobilierestjean@orange.fr,https://espace-client.orange.fr/page-accueil,espace-client.orange.fr,BASSE
2602,Real estate agency NPR New Properties Riviera,Antibes France,contact@npriviera.com,https://npriviera.com/en/contact,npriviera.com,BASSE
2623,"Sélection de bien Immobilier Vente,location | ND IMMOBILIER",,nathalie@ndimmo.fr,"https://www.ndimmo.fr/selection-vente,location.html",ndimmo.fr,BASSE
2637,Agence immobilière Cayron International,Cannes France,cayron.international@gmail.com,https://cayroninternational.com/fr/,cayroninternational.com,BASSE
2646,Accéder à votre Espace client,La Seyne,sudmarine83@orange.fr,https://espace-client.orange.fr/page-accueil,espace-client.orange.fr,BASSE
2653,Emplois : Vieux Moulin - 15 juillet 2026,,recrutement@moulin-vieux.com,https://fr.indeed.com/q-vieux-moulin-emplois.html,fr.indeed.com,BASSE
2715,"Société ROCHET IMMOBILIER : Chiffre d'affaires, statuts, ...",Reservations,contact@rochetimmobilier.com,https://www.pappers.fr/entreprise/rochet-immobilier-912268281,pappers.fr,BASSE
2874,Annonces - Elche Immobilier,Viber,contact@elche-immobilier.dz,https://elcheimmobilier.com/annonces/location,elcheimmobilier.com,BASSE
3165,Notre Agence Immo – Maintenance,Lyon,accueil@notreagenceimmo.com,https://notreagenceimmo.com/,notreagenceimmo.com,BASSE
3270,Présentation de l'équipe de l'agence immobilière ...,,veronique.thomas@agence-thomas.fr,https://www.agence-thomas.fr/equipe.php,agence-thomas.fr,BASSE
3525,Immo Côte D'Opale: Agence immobilière Berck-sur-Mer,Camiers France,agence@immocotedopale.com,https://www.immocotedopale.com/,immocotedopale.com,BASSE
3532,"Conseiller Immobilier Cambrai 59400, maison à vendre ...",,contact@jeremy-beudin-immo.fr,https://jeremy-beudin-immo.fr/,jeremy-beudin-immo.fr,BASSE
3582,Sélection d'annonces avec LIMMOBILIER,Strasbourg,v.limmobilier@outlook.fr,https://www.my-limmobilier.com/selection,my-limmobilier.com,BASSE
3585,"HB IMMO 87 : agence immobilière, les annonces ...",Schiltigheim,info@hb-contact.immo,https://immobilier.lefigaro.fr/annonces/agence+immobiliere-85693-tous-bien.html,immobilier.lefigaro.fr,BASSE
3663,IMAJ'51,,contact@imaj51.fr,https://habitatjeunes-grandest.org/index.php/les-residences/49-imaj51,habitatjeunes-grandest.org,BASSE
3696,Agence c2i Metz,,agence@c2i-metz.fr,https://www.agence-immobiliere-c2i-metz.fr/,agence-immobiliere-c2i-metz.fr,BASSE
3736,Cabinet Signature | Chasseur d'immobilier d'exception,Le Mans,contact@cabinet-signature.fr,https://www.cabinet-signature.fr/,cabinet-signature.fr,BASSE
3763,Nos agences,Dombasle,kgaillot@pyramide-immo.net,https://www.logia-immo.net/nos-agences/,logia-immo.net,BASSE
3929,BALLMONT - cabinet de conseil en investissement à ...,Paris,contact@ballmont.fr,https://ballmont.fr/,ballmont.fr,BASSE
3954,Hébergement d'entreprises à Limoges,Son,contact@solimm.fr,https://www.solimm.fr/,solimm.fr,BASSE
4037,Synergimo: Agence immobilière Mérignac,Mérignac,contact@synergimo.com,https://www.synergimo.com/,synergimo.com,BASSE
4060,guillaume (vesontio agence immobiliere),Pouilley-Français,contact@agence-vesontio.fr,https://annuaire-entreprises.data.gouv.fr/entreprise/492977236,annuaire-entreprises.data.gouv.fr,BASSE
